"name","country.etc","long","lat"
"Aranyosapati","Hungary",22.27,48.2
"Arapiraca","Brazil",-36.67,-9.75
"Arapongas","Brazil",-51.43,-23.41
"Araquari","Brazil",-48.62,-26.38
"Ararangua","Brazil",-49.5,-28.94
"Araraquara","Brazil",-48.13,-21.75
"Araras","Brazil",-47.39,-22.36
"Araripina","Brazil",-40.57,-7.55
"Araruama","Brazil",-42.36,-22.87
"Aras","Norway",4.93,60.78
"Aratos","Greece",25.55,41.08
"Araucaria","Brazil",-49.4,-25.58
"Aravete","Estonia",25.76,59.14
"Aravissos","Greece",22.27,40.82
"Aravu","Estonia",27.39,58.23
"Araxa","Brazil",-46.95,-19.58
"Araz","Azerbaijan",47.57,39.57
"Arazede","Portugal",-8.64,40.28
"Arbedo-Castione","Switzerland",9.08,46.2
"Arbon","Switzerland",9.42,47.52
"Arbore","Romania",25.93,47.73
"Arbroath","UK",-2.61,56.56
"Arbuzynka","Ukraine",31.32,47.92
"Arcachon","France",-1.18,44.66
"Arcen en Velden","Netherlands",6.18,51.48
"Archena","Spain",-1.3,38.12
"Archidona","Spain",-4.4,37.1
"Arco","Italy",10.87,45.92
"Arcore","Italy",9.31,45.62
"Arcos","Brazil",-45.54,-20.28
"Arcos","Portugal",-8.42,40.45
"Arcos de la Frontera","Spain",-5.81,36.76
"Arcoverde","Brazil",-37.07,-8.42
"Arcozelo","Portugal",-8.63,41.07
"Arcueil","France",2.32,48.8
"Ardalstangen","Norway",7.7,61.24
"Ardea","Italy",12.55,41.6
"Ardee","Ireland",-6.55,53.86
"Arden","Denmark",9.88,56.77
"Ardino","Bulgaria",25.14,41.59
"Ardon","Russia",44.29,43.18
"Ardon","Switzerland",7.25,46.2
"Ardooie","Belgium",3.2,50.98
"Ardrossan","UK",-4.86,55.69
"Ardu","Estonia",25.37,59.1
"Ardud","Romania",22.88,47.63
"Are","Estonia",24.58,58.57
"Arenas de San Pedro","Spain",-5.08,40.2
"Arendal","Norway",8.76,58.46
"Arendonk","Belgium",5.08,51.32
"Arenys de Mar","Spain",2.54,41.59
"Arenys de Munt","Spain",2.55,41.62
"Arenzano","Italy",8.72,44.43
"Areosa","Portugal",-8.84,41.72
"Arese","Italy",9.08,45.54
"Arevalo","Spain",-4.72,41.07
"Arezzo","Italy",11.87,43.47
"Arfara","Greece",22.03,37.15
"Argalasti","Greece",23.22,39.23
"Argamasilla de Alba","Spain",-3.1,39.12
"Arganda del Rey","Spain",-3.44,40.3
"Arganil","Portugal",-8.04,40.22
"Argeles-sur-Mer","France",3.02,42.55
"Argenta","Italy",11.82,44.63
"Argentan","France",-0.03,48.75
"Argenteuil","France",2.24,48.94
"Argentona","Spain",2.4,41.55
"Argetoaia","Romania",23.37,44.52
"Argoncilhe","Portugal",-8.52,41.02
"Argos","Greece",22.73,37.63
"Argos Orestikon","Greece",21.27,40.47
"Argostolion","Greece",20.48,38.17
"Arhus","Denmark",10.21,56.16
"Aria","Greece",22.83,37.57
"Ariano Irpino","Italy",15.08,41.16
"Ariccia","Italy",12.67,41.72
"Aricestii-Rahtivani","Romania",25.83,44.95
"Aridaia","Greece",22.06,40.97
"Arikula","Estonia",25.56,58.06
"Arilje","Serbia",20.1,43.75
"Ariogala","Lithuania",23.49,55.26
"Aripuana","Brazil",-60.64,-9.17
"Ariquemes","Brazil",-63.08,-9.94
"Arkadak","Russia",43.5,51.94
"Arkalokhorion","Greece",25.27,35.15
"Arkhaia Epidauros","Greece",23.07,37.64
"Arkhaia Korinthos","Greece",22.88,37.92
"Arkhaia Olimbia","Greece",21.63,37.65
"Arkhangelos","Greece",28.13,36.19
"Arkhangelsk","Russia",40.53,64.57
"Arklow","Ireland",-6.15,52.8
"Arkna","Estonia",26.37,59.39
"Arles","France",4.63,43.69
"Arlesheim","Switzerland",7.61,47.49
"Arlo","Hungary",20.27,48.18
"Arlon","Belgium",5.82,49.68
"Armacao de Pera","Portugal",-8.34,37.1
"Armacao dos Buzios","Brazil",-41.87,-22.74
"Armadale","UK",-3.7,55.9
"Armagh","UK",-6.67,54.35
"Armasesti","Romania",26.58,44.75
"Armavir","Russia",41.12,44.99
"Armentieres","France",2.88,50.69
"Armilla","Spain",-3.62,37.15
"Armthorpe","UK",-1.05,53.53
"Armyans'k","Ukraine",33.7,46.11
"Arnaia","Greece",23.59,40.48
"Arnedo","Spain",-2.12,42.23
"Arnes","Norway",11.47,60.13
"Arnhem","Netherlands",5.91,51.99
"Arnissa","Greece",21.83,40.8
"Arnold","UK",-1.13,53.01
"Arnoldstein","Austria",13.71,46.55
"Arnot","Hungary",20.87,48.13
"Arnouville-les-Gonesse","France",2.41,48.99
"Arnsberg","Germany",8.06,51.41
"Arnset","Norway",10.11,63.75
"Arnstadt","Germany",10.95,50.85
"Aroes","Portugal",-8.21,41.45
"Arona","Italy",8.52,45.8
"Aros","Norway",10.49,59.72
"Arosa","Switzerland",9.66,46.79
"Aroysund","Norway",10.46,59.18
"Arpajon","France",2.25,48.58
"Arques","France",2.28,50.73
"Arraial do Cabo","Brazil",-42.02,-22.96
"Arras","France",2.78,50.29
"Arrasate","Spain",-2.49,43.08
"Arrentela","Portugal",-9.09,38.62
"Arriana","Greece",25.7,41.08
"Arrifana","Portugal",-8.49,40.92
"Arrigorriaga","Spain",-2.89,43.2
"Arroyo de la Luz","Spain",-6.58,39.48
"Arroyomolinos","Spain",-3.9,40.27
"Arruda dos Vinhos","Portugal",-9.07,38.98
"Arsdorf","Luxembourg",5.84,49.86
"Arsenion","Greece",22.16,40.71
"Arsenyev","Russia",133.28,44.16
"Arset","Norway",7.58,62.7
"Arsk","Russia",49.88,56.09
"Arslev","Denmark",10.48,55.3
"Arta","Greece",20.99,39.16
"Arta","Spain",3.35,39.7
"Arteixo","Spain",-8.51,43.3
"Artemi","Greece",23.67,38.31
"Artemivs'k","Ukraine",38.74,48.44
"Artemove","Ukraine",37.88,48.37
"Artena","Italy",12.91,41.75
"Artesianon","Greece",21.89,39.4
"Arth","Switzerland",8.51,47.07
"Artjarvi","Finland",26.08,60.75
"Artsyz","Ukraine",29.42,45.98
"Artur Nogueira","Brazil",-47.15,-22.58
"Artyom","Azerbaijan",50.33,40.47
"Artyom","Russia",132.18,43.36
"Artyomovsk","Ukraine",38.01,48.59
"Artyomovskiy","Russia",61.87,57.36
"Aruja","Brazil",-46.34,-23.4
"Arukula","Estonia",25.08,59.36
"Arumetsa","Estonia",24.52,58.07
"Arvika","Sweden",12.59,59.67
"Arvore","Portugal",-8.71,41.33
"Aryiropoulion","Greece",22.3,39.83
"Aryiroupoli","Greece",23.75,37.9
"Arzachena","Italy",9.38,41.09
"Arzamas","Russia",43.82,55.38
"Arzano","Italy",14.26,40.92
"Arzgir","Russia",44.22,45.37
"Arzier","Switzerland",6.2,46.47
"Arzignano","Italy",11.33,45.52
"Arzua","Spain",-8.17,42.93
"As","Belgium",5.58,51.02
"As","Czech Republic",12.35,50.24
"As","Norway",10.78,59.67
"As Pontes de Garcia Rodriguez","Spain",-7.84,43.45
"Asagi Agcakend","Azerbaijan",46.57,40.42
"Asagi Nuvedi","Azerbaijan",48.86,38.72
"Asau","Romania",26.4,46.43
"Asbest","Russia",61.46,57.02
"Aschaffenburg","Germany",9.15,49.99
"Ascheberg","Germany",7.61,51.79
"Aschersleben","Germany",11.47,51.76
"Ascoli Piceno","Italy",13.58,42.86
"Ascona","Switzerland",8.76,46.17
"Asen","Norway",11.05,63.6
"Asenovgrad","Bulgaria",24.88,42.02
"Aseri","Estonia",26.87,59.45
"Asgardstrand","Norway",10.46,59.35
"Asgrenda","Norway",11,60.1
"Asha","Russia",57.27,55
"Ashbourne","Ireland",-6.4,53.51
"Ashby-de-la-Zouch","UK",-1.47,52.75
"Ashford","UK",0.86,51.15
"Ashington","UK",-1.57,55.19
"Ashton-in-Makerfield","UK",-2.65,53.49
"Ashton-under-Lyne","UK",-2.11,53.5
"Asikkala","Finland",25.5,61.22
"Asimion","Greece",25.1,35.05
"Asino","Russia",86.15,57
"Ask","Norway",11.05,60.06
"Askainen","Finland",21.87,60.57
"Askim","Norway",11.16,59.58
"Askjem","Norway",10.01,63.51
"Askola","Finland",25.6,60.53
"Askos","Greece",23.38,40.75
"Askoy","Norway",5.18,60.4
"Askvoll","Norway",5.08,61.35
"Asnaes","Denmark",11.52,55.82
"Asnieres-sur-Seine","France",2.29,48.91
"Asopia","Greece",23.5,38.3
"Asopos","Greece",22.87,36.73
"Asotthalom","Hungary",19.78,46.2
"Aspe","Spain",-0.79,38.35
"Aspelt","Luxembourg",6.22,49.52
"Aspindza","Georgia",43.26,41.57
"Aspropirgos","Greece",23.58,38.07
"Asprovalta","Greece",23.7,40.72
"Assaku","Estonia",24.84,59.38
"Assamalla","Estonia",26.27,59.23
"Asse","Belgium",4.2,50.92
"Assel","Luxembourg",6.31,49.55
"Asselborn","Luxembourg",5.97,50.09
"Assemini","Italy",9,39.29
"Assen","Netherlands",6.56,53.01
"Assenede","Belgium",3.75,51.23
"Assens","Denmark",9.92,55.27
"Assentoft","Denmark",10.15,56.43
"Assesse","Belgium",5.02,50.37
"Assiros","Greece",23.03,40.82
"Assis","Brazil",-50.42,-22.66
"Assis Chateaubriand","Brazil",-53.51,-24.41
"Assisi","Italy",12.62,43.07
"Assos","Greece",22.83,37.93
"Astakos","Greece",21.08,38.53
"Astara","Azerbaijan",48.85,38.45
"Aste","Estonia",22.46,58.34
"Asten","Austria",14.41,48.23
"Asten","Netherlands",5.75,51.41
"Asti","Italy",8.21,44.92
"Astipalaia","Greece",26.38,36.58
"Astorga","Spain",-5.98,42.4
"Astrakhan","Russia",48.05,46.35
"Astros","Greece",22.72,37.4
"Asvanyraro","Hungary",17.5,47.84
"Asvestokhorion","Greece",23.03,40.65
"Aszalo","Hungary",20.97,48.22
"Aszod","Hungary",19.49,47.66
"Atalanti","Greece",23,38.65
"Atarfe","Spain",-3.69,37.22
"Atarrabia","Spain",-1.6,42.83
"Ath","Belgium",3.78,50.63
"Athboy","Ireland",-6.92,53.62
"Athenry","Ireland",-8.76,53.3
"Athens","Greece",23.73,37.98
"Atherstone","UK",-1.55,52.57
"Atherton","UK",-2.49,53.52
"Athikia","Greece",22.93,37.82
"Athira","Greece",22.58,40.83
"Athis-Mons","France",2.38,48.71
"Athlone","Ireland",-7.95,53.42
"Athy","Ireland",-6.99,52.99
"Atibaia","Brazil",-46.57,-23.12
"Atkarsk","Russia",45,51.88
"Atouguia da Baleia","Portugal",-9.32,39.33
"Atsipopoulon","Greece",24.43,35.35
"Attalens","Switzerland",6.85,46.52
"Attard","Malta",14.45,35.89
"Attendorn","Germany",7.9,51.14
"Attert","Belgium",5.78,49.77
"Attleborough","UK",-1.45,52.5
"Au","Switzerland",9.63,47.43
"Aubagne","France",5.56,43.29
"Aubange","Belgium",5.8,49.58
"Aubel","Belgium",5.85,50.7
"Aubenas","France",4.36,44.63
"Aubergenville","France",1.85,48.97
"Aubervilliers","France",2.39,48.92
"Aubiere","France",3.11,45.76
"Aubonne","Switzerland",6.4,46.48
"Auce","Latvia",22.9,56.47
"Auch","France",0.58,43.65
"Auchel","France",2.48,50.5
"Audincourt","France",6.83,47.49
"Audru","Estonia",24.37,58.41
"Aue","Germany",12.7,50.59
"Auerbach","Germany",12.4,50.52
"Augsburg","Germany",10.89,48.36
"Augusta","Italy",15.22,37.23
"Augustenborg","Denmark",9.88,54.95
"Augustow","Poland",23,53.84
"Aukra","Norway",6.9,62.78
"Aulifeltet","Norway",11.4,60.03
"Aulnay-sous-Bois","France",2.49,48.96
"Aulnoye-Aymeries","France",3.84,50.21
"Aulon","Greece",23.69,38.25
"Aulum","Denmark",8.8,56.27
"Auly","Ukraine",34.5,48.53
"Auning","Denmark",10.38,56.43
"Aura","Finland",22.57,60.6
"Auray","France",-3.01,47.68
"Aurdal","Norway",9.4,60.93
"Aure","Norway",8.53,63.27
"Aurich","Germany",7.48,53.49
"Aurillac","France",2.43,44.92
"Auriol","France",5.63,43.38
"Aurlandsvangen","Norway",7.18,60.91
"Aursmoen","Norway",11.43,59.92
"Austmarka","Norway",5.15,60.62
"Austnes","Norway",6.27,62.63
"Austreim","Norway",5.95,61.17
"Autun","France",4.29,46.96
"Auw","Switzerland",8.37,47.22
"Auxerre","France",3.56,47.81
"Avanca","Portugal",-8.56,40.8
"Avanduse","Estonia",26.42,59.05
"Avare","Brazil",-48.93,-23.11
"Avaton","Greece",24.8,40.97
"Avdira","Greece",24.97,40.93
"Avdiyivka","Ukraine",37.74,48.14
"Aveiras de Cima","Portugal",-8.89,39.13
"Aveiro","Portugal",-8.66,40.65
"Avelgem","Belgium",3.43,50.77
"Avellino","Italy",14.79,40.92
"Avenches","Switzerland",7.05,46.88
"Aversa","Italy",14.19,40.98
"Aves","Portugal",-8.39,41.37
"Avesta","Sweden",16.18,60.16
"Avezzano","Italy",13.42,42.04
"Avigliana","Italy",7.38,45.1
"Avigliano","Italy",15.71,40.74
"Avignon","France",4.81,43.96
"Avila","Spain",-4.7,40.67
"Aviles","Spain",-5.91,43.56
"Avintes","Portugal",-8.54,41.12
"Avinurme","Estonia",26.87,58.98
"Avion","France",2.83,50.4
"Avispea","Estonia",26.35,59.11
"Avola","Italy",15.13,36.92
"Avon","France",2.72,48.41
"Avrameni","Romania",26.95,48.02
"Avranches","France",-1.37,48.68
"Avrig","Romania",24.38,45.74
"Avrille","France",-0.58,47.51
"Avtury","Russia",46,43.16
"Awans","Belgium",5.47,50.67
"Axams","Austria",11.39,47.21
"Axioupoli","Greece",22.54,40.98
"Axos","Greece",22.36,40.8
"Ayamonte","Spain",-7.41,37.22
"Ayent","Switzerland",7.42,46.28
"Ayia","Greece",22.76,39.72
"Ayia Galini","Greece",24.68,35.1
"Ayia Marina","Greece",23.93,35.52
"Ayia Marina","Greece",23.53,37.75
"Ayia Marina","Greece",26.85,37.15
"Ayia Paraskevi","Greece",23.05,40.48
"Ayia Paraskevi","Greece",26.27,39.25
"Ayia Paraskevi","Greece",23.83,38.01
"Ayia Triada","Greece",22.77,37.67
"Ayia Trias","Greece",22.88,40.5
"Ayia Varvara","Greece",25,35.13
"Ayia Varvara","Greece",23.65,37.99
"Ayiasma","Greece",24.66,40.91
"Ayiasos","Greece",26.37,39.09
"Ayioi Anaryiroi","Greece",23.72,38.02
"Ayioi Apostoloi","Greece",23.99,38.3
"Ayioi Theodoroi","Greece",23.08,37.92
"Ayion Pneuma","Greece",23.68,41.1
"Ayios Athanasios","Greece",24.25,41.07
"Ayios Athanasios","Greece",22.73,40.72
"Ayios Dimitrios","Greece",23.89,37.89
"Ayios Dimitrios","Greece",23.73,37.94
"Ayios Ioannis Rentis","Greece",23.67,37.98
"Ayios Kirikos","Greece",26.29,37.61
"Ayios Konstantinos","Greece",23.79,38.31
"Ayios Konstantinos","Greece",22.38,37.52
"Ayios Konstantinos","Greece",22.85,38.76
"Ayios Konstantinos","Greece",21.4,38.64
"Ayios Loukas","Greece",22.3,40.72
"Ayios Matthaios","Greece",19.87,39.5
"Ayios Nikolaos","Greece",25.73,35.15
"Ayios Nikolaos","Greece",21.12,37.85
"Ayios Nikolaos","Greece",23.7,40.25
"Ayios Nikolaos","Greece",23.65,38.42
"Ayios Panteleimon","Greece",21.75,40.73
"Ayios Panteleimon","Greece",23.98,38.15
"Ayios Paulos","Greece",22.96,40.64
"Ayios Petros","Greece",22.58,40.86
"Ayios Spiridon","Greece",20.86,39.14
"Ayios Spiridon","Greece",22.44,40.21
"Ayios Stefanos","Greece",23.85,38.15
"Ayios Thomas","Greece",23.58,38.28
"Ayios Vasilios","Greece",23.14,40.67
"Ayios Vasilios","Greece",22.8,37.8
"Ayios Vasilios","Greece",21.78,38.28
"Ayios Yeoryios","Greece",22.2,40.6
"Ayios Yeoryios","Greece",22.93,38.4
"Aykhal","Russia",111.5,66
"Aylesbury","UK",-0.83,51.83
"Aylesford-East Malling","UK",0.46,51.29
"Ayr","UK",-4.64,55.47
"Aywaille","Belgium",5.67,50.47
"Azambuja","Portugal",-8.86,39.07
"Azanja","Serbia",20.88,44.43
"Azkoitia","Spain",-2.31,43.19
"Aznakay","Russia",53.07,54.86
"Azov","Russia",39.41,47.11
"Azovs'ke","Ukraine",34.57,45.58
"Azpeitia","Spain",-2.27,43.19
"Azuaga","Spain",-5.69,38.26
"Azuga","Romania",25.55,45.45
"Azuqueca de Henares","Spain",-3.27,40.57
"Azzano Decimo","Italy",12.72,45.89
"Baar","Switzerland",8.51,47.2
"Baarle-Hertog","Belgium",4.93,51.45
"Baarn","Netherlands",5.27,52.22
"Babadag","Romania",28.74,44.9
"Babaita","Romania",25.38,44.17
"Babayi","Ukraine",36.2,49.88
"Babayurt","Russia",46.78,43.6
"Babek","Azerbaijan",45.4,39.12
"Babenhausen","Germany",8.95,49.97
"Babeni","Romania",24.25,44.98
"Babice","Czech Republic",17.48,49.12
"Babocsa","Hungary",17.34,46.04
"Babolna","Hungary",17.98,47.64
"Babusnica","Serbia",22.41,43.06
"Bac","North Macedonia",21.56,40.95
"Bac","Serbia",19.24,45.39
"Bacabal","Brazil",-44.8,-4.23
"Bacau","Romania",26.92,46.58
"Bachatskiy","Russia",86.1,54.25
"Bachenbulach","Switzerland",8.53,47.5
"Bachi-Yurt","Russia",46.2,43.22
"Baciu","Romania",23.52,46.8
"Backa Palanka","Serbia",19.39,45.25
"Backa Topola","Serbia",19.64,45.82
"Backi Jarak","Serbia",19.88,45.37
"Backi Petrovac","Serbia",19.59,45.36
"Backnang","Germany",9.43,48.95
"Backo Gradiste","Serbia",20.03,45.53
"Backo Petrovo Selo","Serbia",20.08,45.71
"Bacoli","Italy",14.08,40.8
"Bacsalmas","Hungary",19.33,46.13
"Bacsbokod","Hungary",19.16,46.12
"Bacup","UK",-2.18,53.7
"Bad Aibling","Germany",12,47.87
"Bad Arolsen","Germany",9.01,51.39
"Bad Aussee","Austria",13.78,47.6
"Bad Bentheim","Germany",7.16,52.32
"Bad Berleburg","Germany",8.39,51.05
"Bad Driburg","Germany",9.01,51.74
"Bad Durkheim","Germany",8.16,49.47
"Bad Essen","Germany",8.32,52.32
"Bad Friedrichshall","Germany",9.22,49.22
"Bad Gastein","Austria",13.13,47.12
"Bad Goisern","Austria",13.61,47.64
"Bad Hall","Austria",14.2,48.03
"Bad Harzburg","Germany",10.56,51.89
"Bad Hersfeld","Germany",9.7,50.88
"Bad Hofgastein","Austria",13.1,47.17
"Bad Homburg","Germany",8.62,50.23
"Bad Honnef","Germany",7.22,50.65
"Bad Ischl","Austria",13.61,47.72
"Bad Kissingen","Germany",10.08,50.21
"Bad Kreuznach","Germany",7.86,49.85
"Bad Krozingen","Germany",7.7,47.92
"Bad Laasphe","Germany",8.4,50.93
"Bad Langensalza","Germany",10.64,51.11
"Bad Lippspringe","Germany",8.81,51.79
"Bad Mergentheim","Germany",9.77,49.49
"Bad Munder","Germany",9.46,52.2
"Bad Munstereifel","Germany",6.76,50.55
"Bad Nauheim","Germany",8.73,50.37
"Bad Neuenahr-Ahrweiler","Germany",7.13,50.55
"Bad Neustadt","Germany",10.21,50.33
"Bad Oeynhausen","Germany",8.81,52.21
"Bad Oldesloe","Germany",10.37,53.81
"Bad Pyrmont","Germany",9.26,51.99
"Bad Ragaz","Switzerland",9.5,47
"Bad Rappenau","Germany",9.11,49.24
"Bad Reichenhall","Germany",12.88,47.73
"Bad Sackingen","Germany",7.94,47.56
"Bad Salzuflen","Germany",8.75,52.09
"Bad Salzungen","Germany",10.21,50.81
"Bad Sankt Leonhard","Austria",14.79,46.97
"Bad Saulgau","Germany",9.49,48.02
"Bad Schwartau","Germany",10.7,53.92
"Bad Segeberg","Germany",10.3,53.94
"Bad Soden","Germany",8.5,50.14
"Bad Tolz","Germany",11.56,47.76
"Bad Vilbel","Germany",8.74,50.19
"Bad Voslau","Austria",16.22,47.97
"Bad Waldsee","Germany",9.75,47.92
"Bad Wildungen","Germany",9.12,51.13
"Bad Zwischenahn","Germany",8,53.19
"Badacsonytomaj","Hungary",17.51,46.8
"Badajoz","Spain",-6.97,38.88
"Badalona","Spain",2.24,41.45
"Badamdar","Azerbaijan",49.8,40.34
"Baden","Austria",16.24,48.01
"Baden","Switzerland",8.31,47.48
"Baden-Baden","Germany",8.23,48.76
"Badljevina","Croatia",17.19,45.51
"Badovinci","Serbia",19.37,44.79
"Baelen","Belgium",5.97,50.63
"Baena","Spain",-4.34,37.62
"Baesweiler","Germany",6.18,50.9
"Baeza","Spain",-3.48,38
"Bag","Hungary",19.49,47.65
"Bagaevskaya","Russia",40.4,47.32
"Bagamer","Hungary",21.99,47.47
"Bagdati","Georgia",46.03,41.82
"Bage","Brazil",-54.1,-31.32
"Bagenalstown","Ireland",-6.96,52.7
"Bagheria","Italy",13.51,38.09
"Bagn","Norway",9.57,60.82
"Bagnacavallo","Italy",12,44.42
"Bagnes","Switzerland",7.22,46.08
"Bagneux","France",2.3,48.79
"Bagno a Ripoli","Italy",11.31,43.75
"Bagnolet","France",2.41,48.86
"Bagnolo Mella","Italy",10.15,45.44
"Bagnols-sur-Ceze","France",4.62,44.17
"Baguim do Monte","Portugal",-8.52,41.18
"Baherove","Ukraine",36.3,45.38
"Baia","Romania",28.67,44.72
"Baia","Romania",26.22,47.42
"Baia Mare","Romania",23.58,47.66
"Baia de Arama","Romania",22.83,45
"Baia de Aries","Romania",23.28,46.38
"Baia-Sprie","Romania",23.68,47.67
"Baicoi","Romania",25.85,45.04
"Baiculesti","Romania",24.7,45.07
"Baiersbronn","Germany",8.38,48.51
"Baildon","UK",-1.77,53.85
"Baile Herculane","Romania",22.43,44.88
"Baile Olanesti","Romania",24.23,45.2
"Bailen","Spain",-3.78,38.11
"Bailesti","Romania",23.35,44.03
"Bailieborough","Ireland",-6.98,53.92
"Bailleul","France",2.74,50.74
"Baiona","Spain",-8.85,42.12
"Baixa da Banheira","Portugal",-9.05,38.66
"Baj","Hungary",18.37,47.65
"Baja","Hungary",18.95,46.18
"Bajina Basta","Serbia",19.57,43.97
"Bajmok","Serbia",19.42,45.97
"Bajna","Hungary",18.6,47.65
"Bajram Curri","Albania",20.08,42.36
"Bakal","Russia",58.8,54.94
"Bakar","Croatia",14.53,45.31
"Bakhchysaray","Ukraine",33.87,44.75
"Bakhmach","Ukraine",32.78,51.18
"Bakixanov","Azerbaijan",49.93,40.41
"Bakonycsernye","Hungary",18.08,47.32
"Bakonyszentlaszlo","Hungary",17.8,47.41
"Bakov nad Jizerou","Czech Republic",14.93,50.48
"Bakovci","Slovenia",16.15,46.62
"Baks","Hungary",20.09,46.54
"Baksan","Russia",43.54,43.69
"Baktaloranthaza","Hungary",22.08,48
"Baku","Azerbaijan",49.86,40.39
"Bakuriani","Georgia",43.53,41.75
"Bakurianis Andeziti","Georgia",43.47,41.73
"Bala","Romania",22.83,44.88
"Balabanovo","Russia",36.66,55.18
"Balabyne","Ukraine",35.21,47.73
"Balaguer","Spain",0.79,41.76
"Balaken","Azerbaijan",46.39,41.73
"Balakhna","Russia",43.59,56.49
"Balakliya","Ukraine",36.86,49.47
"Balakovo","Russia",47.78,52.03
"Balan","Romania",25.81,46.65
"Balashikha","Russia",37.95,55.8
"Balashov","Russia",43.17,51.55
"Balassagyarmat","Hungary",19.31,48.07
"Balastya","Hungary",20.01,46.41
"Balatonalmadi","Hungary",18.02,47.03
"Balatonboglar","Hungary",17.67,46.77
"Balatonfenyves","Hungary",17.5,46.71
"Balatonfoldvar","Hungary",17.88,46.85
"Balatonfured","Hungary",17.88,46.95
"Balatonfuzfo","Hungary",18.05,47.07
"Balatonkenese","Hungary",18.12,47.03
"Balatonlelle","Hungary",17.68,46.78
"Balatonszabadi","Hungary",18.13,46.88
"Balatonszarszo","Hungary",17.83,46.83
"Balauseri","Romania",24.68,46.4
"Balaxani","Azerbaijan",49.91,40.47
"Balbriggan","Ireland",-6.19,53.61
"Balcani","Romania",26.55,46.63
"Balcesti","Romania",23.95,44.62
"Balcik","Bulgaria",28.17,43.41
"Baldock","UK",-0.18,51.98
"Baldone","Latvia",24.39,56.75
"Bale","Croatia",13.78,45.04
"Balen","Belgium",5.15,51.17
"Baleni","Romania",25.67,44.82
"Balerna","Switzerland",9,45.85
"Balesti","Romania",23.22,45.02
"Balestrand","Norway",6.53,61.2
"Balezino","Russia",52.99,57.99
"Balgach","Switzerland",9.6,47.42
"Balgarovo","Bulgaria",27.3,42.62
"Balingen","Germany",8.85,48.28
"Baljevac","Serbia",20.64,43.39
"Balkany","Hungary",21.87,47.77
"Balky","Ukraine",34.95,47.38
"Ballaghaderreen","Ireland",-8.59,53.91
"Ballangen","Norway",16.82,68.34
"Ballina","Ireland",-9.16,54.12
"Ballinasloe","Ireland",-8.24,53.33
"Ballinrobe","Ireland",-9.23,53.63
"Balloszog","Hungary",19.59,46.86
"Ballsh","Albania",19.73,40.6
"Ballstad","Norway",13.55,68.07
"Ballwil","Switzerland",8.32,47.15
"Ballybofey","Ireland",-7.79,54.8
"Ballybunion","Ireland",-9.68,52.52
"Ballyclare","UK",-6.02,54.77
"Ballyhaunis","Ireland",-8.77,53.76
"Ballymena","UK",-6.29,54.87
"Ballymoney","UK",-6.52,55.08
"Ballyshannon","Ireland",-8.21,54.51
"Balma","France",1.5,43.61
"Balmazujvaros","Hungary",21.35,47.61
"Balneario Camboriu","Brazil",-48.63,-26.98
"Balotesti","Romania",26.12,44.62
"Balozi","Latvia",24.12,56.87
"Bals","Romania",24.1,44.36
"Balsas","Brazil",-46.05,-7.52
"Balsta","Sweden",17.49,59.59
"Balsthal","Switzerland",7.69,47.32
"Balta","Ukraine",29.62,47.94
"Baltar","Portugal",-8.37,41.18
"Baltatesti","Romania",26.3,47.12
"Baltati","Romania",27.15,47.22
"Balteni","Romania",23.28,44.87
"Balti","Moldova",27.91,47.76
"Baltiysk","Russia",19.91,54.65
"Baltoji Voke","Lithuania",25.2,54.6
"Baluseni","Romania",26.8,47.67
"Balvi","Latvia",27.26,57.13
"Balzan","Malta",14.46,35.9
"Bamberg","Germany",10.9,49.9
"Banagher","Ireland",-7.99,53.19
"Banatski Karlovac","Serbia",21.02,45.05
"Banatsko Novo Selo","Serbia",20.78,44.99
"Banbridge","UK",-6.28,54.35
"Banbury","UK",-1.35,52.06
"Banca","Romania",27.8,46.3
"Band","Hungary",17.8,47.12
"Band","Romania",24.38,46.58
"Bandeirantes","Brazil",-50.37,-23.1
"Bandon","Ireland",-8.74,51.75
"Baneasa","Romania",27.7,44.07
"Baneasa","Romania",26.05,44.05
"Banesti","Romania",25.77,45.1
"Bangor","UK",-4.12,53.27
"Bangor","UK",-5.68,54.66
"Bangsund","Norway",11.4,64.4
"Banja Koviljaca","Serbia",19.16,44.51
"Banja Luka","Bosnia and Herzegovina",17.19,44.78
"Banjol","Croatia",14.78,44.75
"Banjole","Croatia",13.87,44.83
"Banke","Azerbaijan",49.25,39.42
"Bankja","Bulgaria",24.84,42.55
"Banov","Czech Republic",17.72,48.98
"Banovce","Slovakia",18.25,48.72
"Banovici","Bosnia and Herzegovina",18.52,44.41
"Banska Bystrica","Slovakia",19.15,48.74
"Banska Stiavnica","Slovakia",18.89,48.46
"Bansko","Bulgaria",23.5,41.84
"Banstead-Tadworth","UK",-0.22,51.32
"Bantry","Ireland",-9.5,51.66
"Banyeres de Mariola","Spain",-0.53,38.72
